lemma,rank,pos,translation,teacher_model,teacher_base_url,prompt_style,candidate_idx,sentence,contains_exact_target,token_count,char_count,source_failure_reason,source_template_id,source_quality_tier
poco,130,adv,little; not much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,17,Hay poco ruido.,true,3,15,,no_candidate_found,
poco,130,adv,little; not much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,18,Poco luz entra.,true,3,15,,no_candidate_found,
poco,130,adv,little; not much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,19,Es un día poco soleado.,true,5,23,,no_candidate_found,
poco,130,adv,little; not much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,20,Poco gente entiende.,true,3,20,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,1,Tengo menos libros que tú.,true,5,26,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,2,Compro menos café esta semana.,true,5,30,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,3,Hay menos gente en la fiesta.,true,6,29,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,4,Veo menos televisión por la noche.,true,6,34,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,5,Tomamos menos azúcar en el té.,true,6,30,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,6,Ella canta menos canciones ahora.,true,5,33,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,7,Ellos gastan menos dinero hoy.,true,5,30,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,8,Él duerme menos horas de lo normal.,true,7,35,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,9,Nosotros comemos menos carne.,true,4,29,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,10,Ella estudia menos tiempo.,true,4,26,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,11,Ellos trabajan menos días a la semana.,true,7,38,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,12,Yo como menos pizza que antes.,true,6,30,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,13,Tú tienes menos amigos en redes sociales.,true,7,41,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,14,Ellos usan menos ropa en verano.,true,6,32,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,15,Ella lee menos libros este mes.,true,6,31,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,16,Ellos corren menos kilómetros.,true,4,30,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,17,Yo bebo menos agua.,true,4,19,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,18,Tú comes menos frutas.,true,4,22,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,19,Ellos van menos veces al cine.,true,6,30,,no_candidate_found,
menos,167,adv,less; fewer,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,20,Yo duermo menos en los fines de semana.,true,8,39,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,1,Fuera hace frío.,true,3,16,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,2,No salgas fuera.,true,3,16,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,3,Está nevando fuera.,true,3,19,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,4,Espera fuera por favor.,true,4,23,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,5,Lleva un abrigo si vas fuera.,true,6,29,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,6,El perro está jugando fuera.,true,5,28,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,7,No dejes la puerta abierta fuera.,true,6,33,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,8,Hay mucho ruido fuera.,true,4,22,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,9,"Escucha música dentro, no fuera.",true,5,32,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,10,Mira el cielo azul fuera.,true,5,25,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,11,Veo gente corriendo fuera.,true,4,26,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,12,"No fumes aquí, ve fuera.",true,5,24,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,13,Canta una canción mientras estás fuera.,true,6,39,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,14,Observa las estrellas desde fuera.,true,5,34,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,15,Cierra los ojos y respira aire fresco fuera.,true,8,44,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,16,Juega al fútbol con tus amigos fuera.,true,7,37,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,17,"Trae la bicicleta adentro, no la dejes fuera.",true,8,45,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,18,"El gato se sienta en el balcón, fuera.",true,8,38,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,19,"No tires la basura aquí, lleva fuera.",true,7,37,,no_candidate_found,
fuera,170,adv,outside,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,20,"Pasa tiempo bajo el sol, fuera.",true,6,31,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,1,Tengo tanto trabajo.,true,3,20,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,2,Compré tanto pan.,true,3,17,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,3,No quiero tanto azúcar.,true,4,23,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,4,Hay tanto ruido afuera.,true,4,23,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,5,Ella come tanto chocolate.,true,4,26,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,6,Veo tanto en televisión.,true,4,24,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,7,Escuchamos tanto música.,true,3,24,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,8,Necesito tanto descanso.,true,3,24,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,9,Tenemos tanto que hacer.,true,4,24,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,10,Él gasta tanto dinero.,true,4,22,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,11,No tengo tanto tiempo.,true,4,22,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,12,Ella lee tanto libros.,true,4,22,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,13,Hay tanto gente aquí.,true,4,21,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,14,Quiero tanto viajar.,true,3,20,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,15,Tengo tanto hambre.,true,3,19,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,16,Ellos gastan tanto agua.,true,4,24,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,17,No hay tanto espacio.,true,4,21,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,18,Ella canta tanto.,true,3,17,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,19,Tengo tanto sueño.,true,3,18,,no_candidate_found,
tanto,193,adv,so much,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,20,No necesitamos tanto.,true,3,21,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,1,Esta es una buena noticia.,true,5,26,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,2,La película es buena.,true,4,21,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,3,Tengo una buena idea.,true,4,21,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,4,Es una buena amiga.,true,4,19,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,5,Ese libro es buena lectura.,true,5,27,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,6,Es una buena oportunidad.,true,4,25,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,7,Me gusta esa buena canción.,true,5,27,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,8,Es una buena receta.,true,4,20,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,9,Tiene una buena voz.,true,4,20,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,10,Es una buena persona.,true,4,21,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,11,Está siendo buena conmigo.,true,4,26,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,12,Es una buena elección.,true,4,22,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,13,Esa es una buena pregunta.,true,5,26,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,14,Es una buena actriz.,true,4,20,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,15,Está siendo buena hija.,true,4,23,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,16,Es una buena inversión.,true,4,23,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,17,Esa es una buena decisión.,true,5,26,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,18,Es una buena escuela.,true,4,21,,no_candidate_found,
buena,212,adj,inheritance,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,19,Esa es una buena compra.,true,5,24,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,1,duro durante la noche.,true,4,22,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,2,estudió durante el día.,true,4,23,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,3,descansé durante la siesta.,true,4,27,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,4,esperamos durante la lluvia.,true,4,28,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,5,jugué durante el descanso.,true,4,26,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,6,durante la cena hablamos.,true,4,25,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,7,comí durante una hora.,true,4,22,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,8,esperé durante cinco minutos.,true,4,29,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,9,duro durante todo el día.,true,5,25,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,10,durmieron durante toda la noche.,true,5,32,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,11,esperamos durante el invierno.,true,4,30,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,12,estudiaron durante el verano.,true,4,29,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,13,vivimos durante años.,true,3,21,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,14,esperé durante meses.,true,3,21,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,15,durante la tarde salimos.,true,4,25,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,16,esperamos durante días.,true,3,23,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,17,duro durante semanas.,true,3,21,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,18,esperé durante horas.,true,3,21,,no_candidate_found,
durante,222,prep,during; in; over,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,19,esperamos durante segundos.,true,3,27,,no_candidate_found,
