lemma,rank,pos,family,rank_block,translation,canonical_lemma,source_method,template_id,quality_tier,failure_reason,policy_exclusion_reason
km,3061,none,residual,3001_4000,km,km,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cajas,3062,n,n,3001_4000,box; case,caja,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuantas,3065,determiner,determiner,3001_4000,whatever quantity; as much; however much,cuanto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
honesto,3066,adj,adj,3001_4000,honest,honesto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ey,3067,,residual,3001_4000,hey!,ey,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
simon,3068,none,residual,3001_4000,simon,simon,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
esperas,3071,v,v,3001_4000,wait,esperar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encontraremos,3077,v,v,3001_4000,to meet,encontrar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ánimo,3079,n,n,3001_4000,soul; spirit; mood,ánimo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
internacionales,3080,adj,adj,3001_4000,international,internacional,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
especies,3082,n,n,3001_4000,species,especie,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ideal,3085,adj,adj,3001_4000,ideal,ideal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
públicos,3089,adj,adj,3001_4000,public,público,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
preparados,3093,adj,adj,3001_4000,prepared,preparado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quedaba,3097,v,v,3001_4000,to be (as a result of something); to end up,quedar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
falsa,3105,adj,adj,3001_4000,false,falso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ramón,3106,,residual,3001_4000,breadnut,ramón,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
atrapado,3108,adj,adj,3001_4000,caught; captured; trapped; stuck,atrapado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cobarde,3118,adj,adj,3001_4000,cowardly; craven; gutless; spineless; dastardly,cobarde,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
darse,3119,v,v,3001_4000,to give; to give out,darse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
representantes,3120,n,n,3001_4000,representative,representante,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
lord,3121,n,n,3001_4000,lord,lord,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
decírselo,3127,v,v,3001_4000,to say; to tell,decírselo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
informes,3128,n,n,3001_4000,shapeless; formless,informe,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comiendo,3130,v,v,3001_4000,to eat,comer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
procesos,3131,n,n,3001_4000,process,proceso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
células,3136,n,n,3001_4000,cell phone,célula,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
f,3139,interj,interj,3001_4000,bad luck,f,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_single_letter
periodistas,3144,n,n,3001_4000,journalist,periodista,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pondré,3147,v,v,3001_4000,to put; to put up; to place; to lay,poner,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hablaremos,3148,v,v,3001_4000,to talk,hablar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
creado,3152,v,v,3001_4000,created,crear,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
naturales,3154,adj,adj,3001_4000,nature,natural,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hablaré,3165,v,v,3001_4000,to talk,hablar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
arroz,3168,n,n,3001_4000,rice,arroz,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
margen,3171,n,n,3001_4000,margin; edge,margen,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
matarlo,3180,v,v,3001_4000,to kill; slay,matarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
médica,3183,adj,adj,3001_4000,medical,médico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encontrarlo,3186,v,v,3001_4000,to meet,encontrarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
muestras,3187,n,n,3001_4000,sample; sampling,muestra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
funcionarios,3190,n,n,3001_4000,official; public official,funcionario,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
municipal,3196,adj,adj,3001_4000,municipal,municipal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mataré,3199,v,v,3001_4000,to kill; slay,matar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
salimos,3200,v,v,3001_4000,to go out; to leave; to depart; to head out,salir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jean,3203,,residual,3001_4000,jeans,jean,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gustas,3205,v,v,3001_4000,taste,gustar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gigante,3207,adj,adj,3001_4000,giant; gigantic,gigante,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jackson,3210,none,residual,3001_4000,jackson,jackson,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
carmen,3211,,residual,3001_4000,a type of house in Granada,carmen,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
áreas,3212,n,n,3001_4000,area,área,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
míos,3217,determiner,determiner,3001_4000,mine,mío,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
despues,3222,adv,adv,3001_4000,later; afterwards; afterward; post,despues,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
miras,3223,v,v,3001_4000,target,mirar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
respira,3230,v,v,3001_4000,breath,respirar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dulces,3231,n,n,3001_4000,sweet,dulce,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sabrá,3237,v,v,3001_4000,to know; to understand,saber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
realizado,3238,v,v,3001_4000,to carry out,realizar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
borde,3240,n,n,3001_4000,bastard,borde,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estadounidense,3250,adj,adj,3001_4000,American,estadounidense,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
preguntando,3257,v,v,3001_4000,to ask,preguntar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
funcionó,3263,v,v,3001_4000,to work; to function,funcionar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aviones,3270,n,n,3001_4000,aeroplane; airplane; plane,avión,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
extranjeros,3273,n,n,3001_4000,foreign,extranjero,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jones,3275,none,residual,3001_4000,jones,jones,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
empezado,3283,v,v,3001_4000,to start; begin; to get started,empezar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ponerme,3285,v,v,3001_4000,to put; to put up; to place; to lay,ponerme,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
autores,3294,n,n,3001_4000,author,autor,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
actores,3298,n,n,3001_4000,actor,actor,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
matando,3302,v,v,3001_4000,to kill; slay,matar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
okay,3304,interj,interj,3001_4000,OK,okay,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
desconocido,3308,adj,adj,3001_4000,unknown; undisclosed; unbeknownst,desconocido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sabían,3310,v,v,3001_4000,to know; to understand,saber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
matarte,3314,v,v,3001_4000,to kill; slay,matarte,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pizza,3315,,residual,3001_4000,pizza,pizza,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
entrado,3316,v,v,3001_4000,after the start of,entrar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
reuniones,3318,n,n,3001_4000,meeting; session; appointment,reunión,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sigan,3319,v,v,3001_4000,to follow,seguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
judíos,3325,n,n,3001_4000,Jewish,judío,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
temporal,3329,adj,adj,3001_4000,temporal,temporal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pudieron,3331,v,v,3001_4000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
letras,3337,n,n,3001_4000,lyrics,letra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
necesaria,3340,adj,adj,3001_4000,necessary; requisite,necesario,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
lady,3341,,residual,3001_4000,lady (wife of a lord,lady,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aparecen,3349,v,v,3001_4000,to appear; to turn up; to pop up; to come up,aparecer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
asesinatos,3350,n,n,3001_4000,assassination,asesinato,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
carreras,3351,n,n,3001_4000,race,carrera,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
morgan,3354,none,residual,3001_4000,morgan,morgan,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mires,3360,v,v,3001_4000,resident,mires,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enamorada,3362,adj,adj,3001_4000,infatuated; having a crush on; feeling love or attraction for another,enamorado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sitios,3363,n,n,3001_4000,site; place,sitio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estando,3364,v,v,3001_4000,to be,estar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
césar,3368,,residual,3001_4000,caesar,césar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
habitaciones,3376,n,n,3001_4000,room,habitación,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
conocida,3377,adj,adj,3001_4000,known,conocido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hijas,3384,n,n,3001_4000,daughter,hijas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
teresa,3391,,residual,3001_4000,given name,teresa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
daños,3393,n,n,3001_4000,damage,daño,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
louis,3396,none,residual,3001_4000,louis,louis,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
solar,3398,adj,adj,3001_4000,to pave,solar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
señala,3400,v,v,3001_4000,sign; indication,señalar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gustado,3401,v,v,3001_4000,to taste; to try,gustar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
peces,3402,n,n,3001_4000,Pisces,pez,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
obligado,3406,adj,adj,3001_4000,obliged; obligated,obligado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ataques,3407,n,n,3001_4000,attack,ataque,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
asqueroso,3409,adj,adj,3001_4000,disgusting; repulsive; gross; distasteful,asqueroso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
seremos,3411,v,v,3001_4000,to be,ser,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aléjate,3412,v,v,3001_4000,given name,aléjate,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
asustada,3413,adj,adj,3001_4000,scared,asustado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bebés,3427,n,n,3001_4000,baby,bebé,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quieran,3428,v,v,3001_4000,to desire; to want; to want to,querer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quita,3429,v,v,3001_4000,debt relief,quitar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
global,3433,adj,adj,3001_4000,global,global,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
esfuerzos,3435,n,n,3001_4000,effort; endeavor,esfuerzo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
echo,3438,v,v,3001_4000,throw,echar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
franceses,3442,adj,adj,3001_4000,French,francés,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
darles,3447,v,v,3001_4000,to give; to give out,darles,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pagado,3448,adj,adj,3001_4000,paid,pagado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vernos,3452,v,v,3001_4000,to see; to spot,vernos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
coma,3453,n,n,3001_4000,comma,coma,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
madres,3458,n,n,3001_4000,mother,madres,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
preparada,3459,adj,adj,3001_4000,prepared,preparado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
interna,3461,adj,adj,3001_4000,internal,interno,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vuelven,3466,v,v,3001_4000,to return; to revert; to get back,volver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comprado,3472,v,v,3001_4000,to buy,comprar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
modelos,3474,n,n,3001_4000,model,modelo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sentimos,3476,v,v,3001_4000,to feel,sentir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
armada,3478,adj,adj,3001_4000,navy,armado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
suelta,3480,adj,adj,3001_4000,release,suelto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llegas,3482,v,v,3001_4000,to arrive; get,llegar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
causas,3483,n,n,3001_4000,cause,causa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
permiten,3489,v,v,3001_4000,to allow; permit,permitir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cia,3490,,residual,3001_4000,Agencia Central de Inteligencia,cia,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encargado,3492,adj,adj,3001_4000,in charge; responsible,encargado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
europeo,3495,adj,adj,3001_4000,European,europeo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
civiles,3499,adj,adj,3001_4000,civil,civil,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
profundamente,3502,adv,adv,3001_4000,profoundly; deeply,profundamente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
preocuparse,3503,v,v,3001_4000,care,preocuparse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llevarlo,3504,v,v,3001_4000,to take; to take out,llevarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
miss,3505,,residual,3001_4000,Miss; beauty queen,miss,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
unido,3506,adj,adj,3001_4000,united,unido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
adecuada,3507,adj,adj,3001_4000,adequate,adecuado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
artes,3509,n,n,3001_4000,art,artes,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
altas,3517,adj,adj,3001_4000,certificate of discharge,alto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
santos,3519,prop,prop,3001_4000,surname,santos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
envía,3520,v,v,3001_4000,shipment; sending,enviar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
viniendo,3522,v,v,3001_4000,to come,venir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sentirse,3523,v,v,3001_4000,to feel,sentirse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
extraños,3524,adj,adj,3001_4000,foreign; alien; extraneous,extraño,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
presentado,3526,adj,adj,3001_4000,presented,presentado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
permitido,3527,v,v,3001_4000,to allow; permit,permitir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bases,3531,n,n,3001_4000,base,base,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
abandonado,3532,v,v,3001_4000,abandoned,abandonar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
medias,3535,adj,adj,3001_4000,pantyhose,medio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bebiendo,3538,v,v,3001_4000,to drink,beber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
previsto,3540,adj,adj,3001_4000,expected; predicted,previsto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estarías,3545,v,v,3001_4000,to be,estarías,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
convencido,3550,adj,adj,3001_4000,convinced,convencido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
disparos,3551,n,n,3001_4000,disparate,disparo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
presento,3553,v,v,3001_4000,to present; to submit,presentar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
potencial,3556,n,n,3001_4000,potential,potencial,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sientas,3557,v,v,3001_4000,to feel,sentir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
utiliza,3558,v,v,3001_4000,to use,utilizar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
damos,3559,v,v,3001_4000,to give; to give out,dar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
muera,3565,v,v,3001_4000,cooking salt,morir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sucediendo,3568,v,v,3001_4000,to happen; to befall; to occur,suceder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hazme,3572,v,v,3001_4000,bundle,hazme,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
americana,3579,adj,adj,3001_4000,female equivalent of americano,americano,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
traigo,3581,v,v,3001_4000,to bring; to fetch,traer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dolores,3583,prop,prop,3001_4000,given name,dolores,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enfadado,3584,adj,adj,3001_4000,angry; irate,enfadado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
madame,3585,n,n,3001_4000,madam,madame,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sentarse,3587,v,v,3001_4000,to seat,sentarse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encantada,3591,adj,adj,3001_4000,enchanted; charmed,encantado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
verlos,3596,v,v,3001_4000,to see; to spot,verlos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
suéltame,3597,v,v,3001_4000,release,suéltame,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
volveremos,3600,v,v,3001_4000,to return; to revert; to get back,volver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sales,3601,n,n,3001_4000,surname,sal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
organizaciones,3608,n,n,3001_4000,organization,organización,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vuestros,3609,determiner,determiner,3001_4000,yours,vuestro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vd.,3617,none,residual,3001_4000,abbreviation of usted,vd.,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
presentes,3621,adj,adj,3001_4000,present,presente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sufrido,3624,v,v,3001_4000,painstaking,sufrir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
posiciones,3625,n,n,3001_4000,position,posición,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
queríamos,3626,v,v,3001_4000,to desire; to want; to want to,querer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
secreta,3627,adj,adj,3001_4000,secret,secreto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
viejas,3629,adj,adj,3001_4000,female equivalent of viejo,viejo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mortal,3633,adj,adj,3001_4000,deadly,mortal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sentada,3639,adj,adj,3001_4000,sitting,sentado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gritando,3640,v,v,3001_4000,to shout; to scream; to cry out; to call out,gritar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
zorra,3641,n,n,3001_4000,female equivalent of zorro: vixen,zorra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
efe,3644,,residual,3001_4000,initialism of w:es:Empresa de los Ferrocarriles del Estado,efe,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
inicial,3648,adj,adj,3001_4000,initial,inicial,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
terroristas,3652,n,n,3001_4000,terrorist; terroristic,terrorista,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
escuelas,3653,n,n,3001_4000,school,escuela,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
manda,3654,v,v,3001_4000,vow,mandar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
reducir,3658,v,v,3001_4000,to reduce; to lower; to cut; to scale back,reducir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
alteza,3659,n,n,3001_4000,highness,alteza,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mediodía,3660,n,n,3001_4000,noon; midday,mediodía,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
do,3664,,residual,3001_4000,where,do,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
combustible,3667,n,n,3001_4000,combustible,combustible,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
habrían,3674,v,v,3001_4000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comunidades,3677,n,n,3001_4000,community,comunidad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vehículos,3679,n,n,3001_4000,vehicle,vehículo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
acepta,3682,v,v,3001_4000,to accept; to take up; to take up on,aceptar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enfermos,3683,n,n,3001_4000,sick; ill,enfermo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
