lemma,rank,pos,family,rank_block,translation,canonical_lemma,source_method,template_id,quality_tier,failure_reason,policy_exclusion_reason
adn,2186,n,n,2001_3000,initialism of ácido desoxirribonucleico DNA,adn,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
corta,2189,adj,adj,2001_3000,cutting,corto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
distintos,2190,adj,adj,2001_3000,distinct,distinto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
septiembre,2192,n,n,2001_3000,September,septiembre,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
g,2193,letter,letter,2001_3000,letter,g,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_single_letter
movimientos,2196,n,n,2001_3000,movement,movimiento,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
harán,2197,v,v,2001_3000,Haran,hacer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
uds.,2202,none,residual,2001_3000,oud [from late-19th c.],uds.,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
escuchado,2203,v,v,2001_3000,to listen to; to hear out,escuchar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
especiales,2208,adj,adj,2001_3000,spice,especial,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
martes,2211,n,n,2001_3000,tuesday,martes,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dejaste,2215,v,v,2001_3000,to leave,dejaste,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
documentos,2220,n,n,2001_3000,document; paper,documento,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
poniendo,2222,v,v,2001_3000,to put; to put up; to place; to lay,poner,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuba,2225,,residual,2001_3000,barrel,cuba,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
video,2226,,residual,2001_3000,video rental shop,video,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
metido,2227,v,v,2001_3000,nosy,meter,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jueves,2236,n,n,2001_3000,Thursday,jueves,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
piensan,2240,v,v,2001_3000,to think; ponder,pensar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
explica,2248,v,v,2001_3000,to explain,explicar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
niñas,2250,n,n,2001_3000,girl; female equivalent of niño,niñas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gratis,2251,adj,adj,2001_3000,free; without charge,gratis,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cámaras,2252,n,n,2001_3000,room,cámara,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
privada,2255,adj,adj,2001_3000,cul-de-sac,privado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tierras,2263,n,n,2001_3000,land; ground,tierra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cientos,2266,n,n,2001_3000,hundred,ciento,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fondos,2273,n,n,2001_3000,bottom,fondo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diste,2275,v,v,2001_3000,to give; to give out,diste,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sienta,2277,v,v,2001_3000,to feel,sienta,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
marzo,2279,n,n,2001_3000,March,marzo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podré,2281,v,v,2001_3000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
intentado,2285,v,v,2001_3000,to try; to attempt,intentar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
distintas,2292,adj,adj,2001_3000,distinct,distinto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
perdiendo,2293,v,v,2001_3000,to lose,perder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
l,2294,letter,letter,2001_3000,letter,l,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_single_letter
hubieras,2295,v,v,2001_3000,have,hubieras,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
operaciones,2296,n,n,2001_3000,operation,operación,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ciudades,2297,n,n,2001_3000,city,ciudad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
éstos,2304,pron,pron,2001_3000,this one,éstos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
transporte,2306,n,n,2001_3000,transport; transportation,transporte,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cultural,2308,adj,adj,2001_3000,culture,cultural,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cura,2310,n,n,2001_3000,cure,cura,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dra.,2314,none,residual,2001_3000,abbreviation of doctora,dra.,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jugadores,2315,n,n,2001_3000,player,jugador,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llevará,2323,v,v,2001_3000,to take; to take out,llevar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
escuchando,2326,v,v,2001_3000,to listen to; to hear out,escuchar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
noviembre,2328,n,n,2001_3000,November,noviembre,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aspectos,2336,n,n,2001_3000,aspect,aspecto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
actualmente,2337,adv,adv,2001_3000,at present; currently; now; nowadays,actualmente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mensajes,2339,n,n,2001_3000,message,mensaje,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
conocemos,2347,v,v,2001_3000,to know (a person or a place); to be familiar with; to be acquainted with,conocer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
zonas,2350,n,n,2001_3000,zone; district; area,zona,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
características,2354,n,n,2001_3000,characteristic; feature,característica,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pasan,2356,v,v,2001_3000,to pass; to hand; to slip,pasar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podían,2357,v,v,2001_3000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
reales,2360,adj,adj,2001_3000,initialism of responsable empresa anunciadora,real,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
r,2363,letter,letter,2001_3000,letter,r,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_single_letter
seguido,2365,adj,adj,2001_3000,consecutive,seguido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
thomas,2367,none,residual,2001_3000,thomas,thomas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ahi,2368,adv,adv,2001_3000,there: used to designate a place near the listener,ahi,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
siguiendo,2373,v,v,2001_3000,to follow,seguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aguas,2375,n,n,2001_3000,be careful!,agua,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
criminal,2380,adj,adj,2001_3000,criminal,criminal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
creerlo,2381,v,v,2001_3000,to believe,creerlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dejando,2383,v,v,2001_3000,to leave,dejar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quedo,2385,v,v,2001_3000,quiet; still,quedar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
felipe,2388,,residual,2001_3000,Philip,felipe,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
leído,2392,v,v,2001_3000,well-read,leer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
familiares,2395,adj,adj,2001_3000,familial; family,familiar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
amas,2396,v,v,2001_3000,lady of the house,amar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
canciones,2398,n,n,2001_3000,song,canción,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llamando,2399,v,v,2001_3000,to summon; to call,llamar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gustó,2402,v,v,2001_3000,taste,gustar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
finales,2403,n,n,2001_3000,given name,final,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
colores,2407,n,n,2001_3000,color / colour; hue,color,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llámame,2409,v,v,2001_3000,flame,llámame,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
eric,2410,none,residual,2001_3000,eric,eric,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cero,2412,num,num,2001_3000,zero,cero,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
agosto,2416,n,n,2001_3000,August,agosto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
juntas,2419,n,n,2001_3000,board; council; committee,juntas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
poderes,2424,n,n,2001_3000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dígame,2426,v,v,2001_3000,to say; to tell,dígame,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
europea,2429,adj,adj,2001_3000,European,europeo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
igualmente,2432,adv,adv,2001_3000,equally,igualmente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
profesionales,2433,adj,adj,2001_3000,professional,profesional,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
rock,2437,,residual,2001_3000,rock,rock,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
necesidades,2439,n,n,2001_3000,need,necesidad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ofrece,2444,v,v,2001_3000,to offer; to offer up; to provide,ofrecer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
extra,2445,adj,adj,2001_3000,additional; extra,extra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
volviendo,2446,v,v,2001_3000,to return; to revert; to get back,volver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
anna,2447,none,residual,2001_3000,anna,anna,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
j,2451,letter,letter,2001_3000,letter,j,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_single_letter
preguntaba,2454,v,v,2001_3000,to ask,preguntar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
invitados,2458,v,v,2001_3000,invited,invitar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
habíamos,2460,v,v,2001_3000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jorge,2463,,residual,2001_3000,cockchafer,jorge,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
campos,2464,n,n,2001_3000,surname,campo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
alimentos,2467,n,n,2001_3000,food,alimento,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podrán,2468,v,v,2001_3000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
locales,2470,adj,adj,2001_3000,a madwoman; female equivalent of loco,local,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pensamos,2472,v,v,2001_3000,to think; ponder,pensar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
coge,2474,v,v,2001_3000,to take; catch; hold; to get; to seize,coger,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
créeme,2475,v,v,2001_3000,to believe,créeme,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
amigas,2476,n,n,2001_3000,female equivalent of amigo; friend,amigo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cansada,2479,adj,adj,2001_3000,tired; weary; wearied,cansado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
complicado,2485,adj,adj,2001_3000,messy; sticky; awkward,complicado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
objetos,2486,n,n,2001_3000,object,objeto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
íbamos,2487,v,v,2001_3000,to go,íbamos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pasaba,2488,v,v,2001_3000,to pass; to hand; to slip,pasar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
caído,2489,v,v,2001_3000,fallen,caer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
objetivos,2494,n,n,2001_3000,objective,objetivo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
personajes,2496,n,n,2001_3000,personage,personaje,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
william,2497,prop,prop,2001_3000,given name,william,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bastardo,2498,n,n,2001_3000,bastard,bastardo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fiestas,2500,n,n,2001_3000,party,fiesta,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
puestos,2502,n,n,2001_3000,standing,puesto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ciertas,2504,determiner,determiner,2001_3000,a certain; a specific,cierto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
asustado,2506,adj,adj,2001_3000,scared,asustado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pidiendo,2508,v,v,2001_3000,to ask for something,pedir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
santiago,2510,,residual,2001_3000,James,santiago,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
oyes,2513,v,v,2001_3000,to hear,oyes,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
intentarlo,2517,v,v,2001_3000,to try; to attempt,intentarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
durmiendo,2518,v,v,2001_3000,to sleep,dormir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
matarme,2521,v,v,2001_3000,to kill; slay,matarme,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llevamos,2526,v,v,2001_3000,to take; to take out,llevar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cerrada,2528,adj,adj,2001_3000,shut; closed,cerrado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
paredes,2534,n,n,2001_3000,surname,pared,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fueras,2536,v,v,2001_3000,to be,fueras,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encontraste,2548,v,v,2001_3000,to meet,encontraste,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuantos,2550,determiner,determiner,2001_3000,whatever quantity; as much; however much,cuanto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
paquete,2551,n,n,2001_3000,parcel,paquete,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tambien,2555,adv,adv,2001_3000,also; too; as well,tambien,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
levanta,2556,v,v,2001_3000,to lift,levantar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
móvil,2559,adj,adj,2001_3000,mobile,móvil,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hecha,2561,adj,adj,2001_3000,deed,hecho,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
solas,2571,adj,adj,2001_3000,surname,solo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
rápida,2572,adj,adj,2001_3000,rapid; quick; fast,rápido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
maneras,2574,n,n,2001_3000,way,manera,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
casarse,2575,v,v,2001_3000,get married,casarse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mio,2577,,residual,2001_3000,meow,mio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
motivos,2581,n,n,2001_3000,reason; ground; motive,motivo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
normas,2582,n,n,2001_3000,rule; norm; standard; touchstone,norma,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
intenté,2583,v,v,2001_3000,to try; to attempt,intentar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
centros,2586,n,n,2001_3000,center,centro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
coches,2589,n,n,2001_3000,car; automobile,coche,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
california,2593,,residual,2001_3000,California,california,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
generales,2594,adj,adj,2001_3000,general; overall,general,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
capaces,2595,adj,adj,2001_3000,able; capable,capaz,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bordo,2599,n,n,2001_3000,side; board,bordo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pones,2604,v,v,2001_3000,to put; to put up; to place; to lay,poner,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hubieran,2606,v,v,2001_3000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
rica,2610,n,n,2001_3000,fenugreek,rica,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
lisa,2612,,residual,2001_3000,mullet; white mullet,lisa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
muchacha,2614,n,n,2001_3000,female equivalent of muchacho: girl; young lady,muchacha,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tengamos,2618,v,v,2001_3000,to have,tener,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
martín,2620,,residual,2001_3000,black-crowned night heron,martín,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
abogados,2622,n,n,2001_3000,lawyer; solicitor; counsel,abogado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
seguimos,2623,v,v,2001_3000,to follow,seguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
obstante,2625,adj,adj,2001_3000,hindering,obstante,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
archivos,2627,n,n,2001_3000,archive,archivo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
unidades,2630,n,n,2001_3000,unit,unidad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
anteriores,2631,adj,adj,2001_3000,anterior (in time); previous; earlier; former; past,anterior,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sheriff,2632,,residual,2001_3000,sheriff,sheriff,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
harías,2633,v,v,2001_3000,to do,harías,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
alemanes,2635,adj,adj,2001_3000,German,alemán,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
miércoles,2637,n,n,2001_3000,Wednesday,miércoles,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sexy,2641,,residual,2001_3000,sexy,sexy,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encuentras,2651,v,v,2001_3000,to meet,encontrar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
preocupada,2652,adj,adj,2001_3000,worried; concerned,preocupado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
instituciones,2656,n,n,2001_3000,institution,institución,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
