lemma,rank,pos,family,rank_block,translation,canonical_lemma,source_method,template_id,quality_tier,failure_reason,policy_exclusion_reason
buen,221,adj,adj,1_1000,good,buen,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
durante,222,prep,prep,1_1000,during; in; over,durante,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pasado,227,n,n,1_1000,past,pasado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mientras,241,conj,conj,1_1000,while; whilst; as,mientras,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hora,244,n,n,1_1000,hour,hora,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
primera,249,adj,adj,1_1000,first gear,primero,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cierto,250,adj,adj,1_1000,a certain; a specific,cierto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dicho,252,v,v,1_1000,said,decir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hacerlo,253,v,v,1_1000,to do,hacerlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pues,255,conj,conj,1_1000,so; then,pues,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mío,257,determiner,determiner,1_1000,mine,mío,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
personas,267,n,n,1_1000,person (an individual,persona,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
casi,269,adv,adv,1_1000,almost,casi,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ven,273,v,v,1_1000,to see; to spot,ver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ve,276,v,v,1_1000,letter: v,ve,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
nueva,277,adj,adj,1_1000,news; novelty,nuevo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
eh,278,,residual,1_1000,hey!,eh,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hombres,282,n,n,1_1000,man;,hombre,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
poder,292,n,n,1_1000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mayor,296,adj,adj,1_1000,of age,mayor,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
chicos,298,n,n,1_1000,chic,chico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
agua,304,n,n,1_1000,water,agua,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
misma,305,adj,adj,1_1000,same,mismo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fin,312,n,n,1_1000,end,fin,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
horas,316,n,n,1_1000,hour,hora,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bajo,321,prep,prep,1_1000,under,bajo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ah,325,,residual,1_1000,ah,ah,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quizá,327,adv,adv,1_1000,perhaps; maybe,quizá,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
buenas,328,adj,adj,1_1000,hello; hi,buenas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
supuesto,329,n,n,1_1000,supposed; self-styled; alleged,supuesto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mano,332,n,n,1_1000,hand,mano,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
además,335,adv,adv,1_1000,in addition; moreover; furthermore; further; also; additionally,además,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
señora,336,n,n,1_1000,lady,señora,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ojos,339,n,n,1_1000,eye,ojo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
general,342,adj,adj,1_1000,general; overall,general,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pronto,343,adv,adv,1_1000,prompt; on time,pronto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
minutos,345,n,n,1_1000,minute,minuto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sino,346,conj,conj,1_1000,but (rather),sino,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
manos,348,n,n,1_1000,man; guy; dude,mano,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
muchos,351,determiner,determiner,1_1000,several,mucho,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
incluso,355,adv,adv,1_1000,enclosed; included,incluso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hablando,358,v,v,1_1000,to talk,hablar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
siquiera,360,adv,adv,1_1000,if only,siquiera,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
millones,369,n,n,1_1000,million,millón,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ayer,372,adv,adv,1_1000,yesterday,ayer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuerpo,373,n,n,1_1000,body,cuerpo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mujeres,375,n,n,1_1000,surname,mujer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
según,377,prep,prep,1_1000,according to,según,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
único,381,adj,adj,1_1000,only,único,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
final,384,n,n,1_1000,final,final,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cara,385,n,n,1_1000,face,cara,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
juntos,388,adj,adj,1_1000,next to; together with; alongside,junto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
deja,393,v,v,1_1000,rest,dejar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ves,394,v,v,1_1000,to see; to spot,ves,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
buenos,399,adj,adj,1_1000,good,buenos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
eran,400,v,v,1_1000,to be,ser,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
haya,401,v,v,1_1000,beech; beech tree,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hubiera,402,v,v,1_1000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
meses,408,n,n,1_1000,month,mes,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dar,410,v,v,1_1000,to give; to give out,dar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podía,411,v,v,1_1000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
última,412,adj,adj,1_1000,final,último,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bastante,418,adv,adv,1_1000,enough,bastante,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tomar,419,v,v,1_1000,to take,tomar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cual,431,pron,pron,1_1000,suchlike; like (which); such as,cual,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hey,437,,residual,1_1000,hey!,hey,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
último,447,adj,adj,1_1000,final,último,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
frente,448,n,n,1_1000,forehead; brow,frente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
grandes,449,adj,adj,1_1000,big; large,grande,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
venga,450,v,v,1_1000,A cheer or expression of support; encouragement; etc.,venir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llama,451,v,v,1_1000,flame,llamar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
noches,452,n,n,1_1000,after dark; (late) at night; nocturnally,noche,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
toma,453,v,v,1_1000,conquest; capture; taking; takeover,tomar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
debes,455,v,v,1_1000,to owe,deber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuándo,461,adv,adv,1_1000,when,cuándo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fuerte,462,adj,adj,1_1000,strong,fuerte,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mas,464,,residual,1_1000,but,mas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
escucha,467,v,v,1_1000,listening,escuchar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
déjame,468,v,v,1_1000,rest,déjame,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuanto,472,adv,adv,1_1000,whatever quantity; as much; however much,cuanto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hago,473,v,v,1_1000,to do,hacer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tras,475,prep,prep,1_1000,after; following; in the wake of,tras,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cambio,477,n,n,1_1000,change; shift,cambio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
luz,478,n,n,1_1000,light,luz,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fui,480,v,v,1_1000,to be,fui,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
debemos,491,v,v,1_1000,to owe,deber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hacen,493,v,v,1_1000,to do,hacer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
falta,498,n,n,1_1000,lack; shortage,falta,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
única,507,adj,adj,1_1000,only,único,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dólares,511,n,n,1_1000,dollar,dólar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
esté,512,v,v,1_1000,to be,estar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dado,515,v,v,1_1000,given; considering,dar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
queda,519,v,v,1_1000,curfew,quedar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
real,520,adj,adj,1_1000,real,real,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
auto,521,,residual,1_1000,car; automobile,auto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
deberías,523,v,v,1_1000,to owe,deberías,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
orden,528,n,n,1_1000,order,orden,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
nacional,530,adj,adj,1_1000,national; nationwide,nacional,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
habría,534,v,v,1_1000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diciendo,537,v,v,1_1000,to say; to tell,decir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comer,538,v,v,1_1000,to eat,comer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pasando,541,v,v,1_1000,to pass; to hand; to slip,pasar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dicen,546,v,v,1_1000,to say; to tell,decir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
probablemente,552,adv,adv,1_1000,probably; likely,probablemente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
éste,554,pron,pron,1_1000,this one,éste,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
palabras,557,n,n,1_1000,word,palabra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pequeña,558,adj,adj,1_1000,small,pequeño,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ok,559,adj,adj,1_1000,OK,ok,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
chicas,562,n,n,1_1000,female equivalent of chico: girl,chicas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pensando,565,v,v,1_1000,to think; ponder,pensar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
través,571,n,n,1_1000,bend; turn,través,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
demás,582,pron,pron,1_1000,others; other ones,demás,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sra.,583,none,residual,1_1000,abbreviation of señora,sra.,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_metalinguistic_surface
mil,585,num,num,1_1000,thousand (1000 units of something),mil,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
lleva,586,v,v,1_1000,to take; to take out,llevar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
necesitas,588,v,v,1_1000,to need,necesitar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
amo,590,n,n,1_1000,master,amo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
propia,591,adj,adj,1_1000,own,propio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
propio,592,adj,adj,1_1000,own,propio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
oído,605,v,v,1_1000,hearing,oído,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podrías,607,v,v,1_1000,to be able to; can,podrías,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mucha,609,determiner,determiner,1_1000,much; a lot of,mucho,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
control,610,n,n,1_1000,control; or running of a business,control,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llamado,615,adj,adj,1_1000,called,llamado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dr.,620,none,residual,1_1000,abbreviation of doctor,dr.,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_metalinguistic_surface
habían,623,v,v,1_1000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ambos,625,pron,pron,1_1000,both,ambos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
habrá,626,v,v,1_1000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
deben,631,v,v,1_1000,to owe,deber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
di,633,v,v,1_1000,to give; to give out,di,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
semanas,637,n,n,1_1000,week,semana,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
venido,640,v,v,1_1000,to come,venir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
san,643,,residual,1_1000,Saint,san,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estados,645,n,n,1_1000,country; land,estado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
niña,646,n,n,1_1000,girl; female equivalent of niño,niña,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
junto,648,adj,adj,1_1000,next to; together with; alongside,junto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
john,652,none,residual,1_1000,john,john,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
personal,659,adj,adj,1_1000,personal,personal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
público,662,adj,adj,1_1000,public,público,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diga,671,v,v,1_1000,way to say hello on the telephone,decir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
anoche,672,adv,adv,1_1000,last night,anoche,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llamada,675,adj,adj,1_1000,call,llamado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ud.,676,none,residual,1_1000,abbreviation of usted,ud.,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_metalinguistic_surface
ésta,678,pron,pron,1_1000,this one,ésta,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
idiota,679,adj,adj,1_1000,idiotic,idiota,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jugar,680,v,v,1_1000,to play,jugar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
armas,689,n,n,1_1000,weapon; arm,arma,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
querido,691,v,v,1_1000,dear,querer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
preguntas,692,n,n,1_1000,question,pregunta,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
unidos,697,adj,adj,1_1000,united,unido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
segunda,698,adj,adj,1_1000,second gear,segundo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mía,700,n,n,1_1000,a regiment of 100 soldiers in the Spanish protectorate of Morocco,mía,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hacemos,702,v,v,1_1000,to do,hacer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hacía,706,v,v,1_1000,toward; towards,hacer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
oficial,709,adj,adj,1_1000,official,oficial,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
negro,711,adj,adj,1_1000,black (absorbing all light and reflecting none,negro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hará,713,v,v,1_1000,to do,hacer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
afuera,714,v,v,1_1000,out; outside,afuera,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llegado,724,v,v,1_1000,arrived; received; delivered,llegar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
maldito,726,n,n,1_1000,cursed,maldito,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
juan,727,,residual,1_1000,John,juan,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vemos,728,v,v,1_1000,to see; to spot,ver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
compañía,730,n,n,1_1000,company,compañía,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cambiar,731,v,v,1_1000,to change; to shift; to switch; to alter,cambiar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pudo,736,v,v,1_1000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
s,737,letter,letter,1_1000,letter,s,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_letter
libertad,742,n,n,1_1000,liberty; freedom,libertad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
alrededor,743,adv,adv,1_1000,around,alrededor,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vio,744,v,v,1_1000,to see; to spot,ver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
i,746,n,n,1_1000,letter,i,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_single_letter
trabajando,750,v,v,1_1000,to work,trabajar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
agente,751,n,n,1_1000,agent,agente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
suena,756,v,v,1_1000,sound,sonar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aqui,758,adv,adv,1_1000,here,aqui,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tratando,760,v,v,1_1000,to treat,tratar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
querida,763,adj,adj,1_1000,female equivalent of querido,querido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
supone,766,v,v,1_1000,to presume; to expect,suponer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diré,769,v,v,1_1000,to say; to tell,decir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jack,771,none,residual,1_1000,jack,jack,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
últimos,772,adj,adj,1_1000,final,último,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hubo,775,v,v,1_1000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tema,777,n,n,1_1000,theme,tema,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
york,780,prop,prop,1_1000,York,york,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podríamos,782,v,v,1_1000,to rot,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
siente,785,v,v,1_1000,to feel,sentir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
decía,787,v,v,1_1000,to say; to tell,decir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
base,789,n,n,1_1000,base,base,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
decirle,791,v,v,1_1000,to say; to tell,decirle,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
maría,794,,residual,1_1000,magpie,maría,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
existe,808,v,v,1_1000,to exist,existir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
srta.,809,none,residual,1_1000,abbreviation of señorita,srta.,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
darle,810,v,v,1_1000,to give; to give out,darle,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dan,811,v,v,1_1000,dan,dar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
partes,818,n,n,1_1000,genitalia,parte,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
interior,819,n,n,1_1000,inner; interior,interior,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
divertido,824,adj,adj,1_1000,entertaining; amusing; funny,divertido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
próxima,830,adj,adj,1_1000,near,próximo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diferentes,837,adj,adj,1_1000,different,diferente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ay,843,,residual,1_1000,ah!; alas!,ay,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
